 

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF7SU;199910;-;-;-;-
SLF7SU;199911;-;-;-;-
SLF7SU;199912;-;-;-;-
SLF7SU;200001;-;-;-;-
SLF7SU;200002;-;-;-;-
SLF7SU;200003;-;-;-;-
SLF7SU;200004;-;-;-;-
SLF7SU;200005;-;-;-;-
SLF7SU;200006;-;-;-;-
SLF7SU;200007;-;-;-;-
SLF7SU;200008;-;-;-;-
SLF7SU;200009;-;-;-;-
SLF7SU;200010;-;-;-;-
SLF7SU;200011;-;-;-;-
SLF7SU;200012;-;-;-;-
SLF7SU;200101;-;-;-;-
SLF7SU;200102;-;-;-;-
SLF7SU;200103;-;-;-;-
SLF7SU;200104;-;-;-;-
SLF7SU;200105;-;-;-;-
SLF7SU;200106;-;-;-;-
SLF7SU;200107;-;-;-;-
SLF7SU;200108;-;-;-;-
SLF7SU;200109;-;-;-;-
SLF7SU;200110;-;-;-;-
SLF7SU;200111;-;-;-;-
SLF7SU;200112;-;-;-;-
SLF7SU;200201;-;-;-;-
SLF7SU;200202;-;-;-;-
SLF7SU;200203;-;-;-;-
SLF7SU;200204;-;-;-;-
SLF7SU;200205;-;-;-;-
SLF7SU;200206;-;-;-;-
SLF7SU;200207;-;-;-;-
SLF7SU;200208;-;-;-;-
SLF7SU;200209;-;-;-;-
SLF7SU;200210;-;-;-;-
SLF7SU;200211;-;-;-;-
SLF7SU;200212;-;-;-;-
SLF7SU;200301;-;-;-;-
SLF7SU;200302;-;-;-;-
SLF7SU;200303;-;-;-;-
SLF7SU;200304;-;-;-;-
SLF7SU;200305;-;-;-;-
SLF7SU;200306;-;-;-;-
SLF7SU;200307;-;-;-;-
SLF7SU;200308;-;-;-;-
SLF7SU;200309;-;-;-;-
SLF7SU;200310;-;-;-;-
SLF7SU;200311;-;-;-;-
SLF7SU;200312;-;-;-;-
SLF7SU;200401;-;-;-;-
SLF7SU;200402;-;-;-;-
SLF7SU;200403;-;-;-;-
SLF7SU;200404;-;-;-;-
SLF7SU;200405;-;-;-;-
SLF7SU;200406;-;-;-;-
SLF7SU;200407;-;-;-;-
SLF7SU;200408;-;-;-;-
SLF7SU;200409;-;-;-;-
SLF7SU;200410;-;-;-;-
SLF7SU;200411;-;-;-;-
SLF7SU;200412;-;-;-;-
SLF7SU;200501;-;-;-;-
SLF7SU;200502;-;-;-;-
SLF7SU;200503;-;-;-;-
SLF7SU;200504;-;-;-;-
SLF7SU;200505;-;-;-;-
SLF7SU;200506;-;-;-;-
SLF7SU;200507;-;-;-;-
SLF7SU;200508;-;-;-;-
SLF7SU;200509;-;-;-;-
SLF7SU;200510;-;-;-;-
SLF7SU;200511;-;-;-;-
SLF7SU;200512;-;-;-;-
SLF7SU;200601;-;-;-;-
SLF7SU;200602;-;-;-;-
SLF7SU;200603;-;-;-;-
SLF7SU;200604;-;-;-;-
SLF7SU;200605;-;-;-;-
SLF7SU;200606;-;-;-;-
SLF7SU;200607;-;-;-;-
SLF7SU;200608;-;-;-;-
SLF7SU;200609;-;-;-;-
SLF7SU;200610;-;0;0;0
SLF7SU;200611;20061121;3;3;0
SLF7SU;200612;20061208;4;6;3
SLF7SU;200701;20070102;10;17;10

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5SE;199701;19970103;6;39;32
SLF5SE;199702;19970218;23;56;35
SLF5SE;199703;19970319;22;39;15
SLF5SE;199704;19970429;2;5;1
SLF5SE;199705;19970507;7;7;0
SLF5SE;199706;-;-;-;-
SLF5SE;199707;-;-;-;-
SLF5SE;199708;-;-;-;-
SLF5SE;199709;-;-;-;-
SLF5SE;199710;19971013;5;5;0
SLF5SE;199711;19971112;9;16;5
SLF5SE;199712;19971212;25;35;18
SLF5SE;199801;19980120;30;65;33
SLF5SE;199802;19980222;4;42;27
SLF5SE;199803;19980308;11;11;3
SLF5SE;199804;19980409;36;62;16
SLF5SE;199805;-;0;0;0
SLF5SE;199806;-;-;-;-
SLF5SE;199807;-;-;-;-
SLF5SE;199808;-;-;-;-
SLF5SE;199809;-;-;-;-
SLF5SE;199810;19981030;12;15;1
SLF5SE;199811;19981114;11;24;9
SLF5SE;199812;19981205;25;40;26
SLF5SE;199901;19990128;80;112;41
SLF5SE;199902;19990222;50;165;126
SLF5SE;199903;19990304;55;179;119
SLF5SE;199904;19990415;82;135;62
SLF5SE;199905;-;0;18;1
SLF5SE;199906;-;-;-;-
SLF5SE;199907;-;-;-;-
SLF5SE;199908;-;-;-;-
SLF5SE;199909;-;-;-;-
SLF5SE;199910;19991003;5;5;0
SLF5SE;199911;19991109;20;40;14
SLF5SE;199912;19991226;26;70;31
SLF5SE;200001;20000122;16;65;50
SLF5SE;200002;20000218;32;104;64
SLF5SE;200003;20000326;40;72;48
SLF5SE;200004;20000418;13;35;13
SLF5SE;200005;-;0;0;0
SLF5SE;200006;-;-;-;-
SLF5SE;200007;-;-;-;-
SLF5SE;200008;-;-;-;-
SLF5SE;200009;-;-;-;-
SLF5SE;200010;20001031;21;1;0
SLF5SE;200011;20001117;30;68;31
SLF5SE;200012;20001215;16;38;29
SLF5SE;200101;20010107;38;75;53
