 

stn;time;hti000mx;hto000mx;hns000mx;hto000m0
SMM;201205;-;0;0;0
SMM;201206;-;0;0;0
SMM;201207;-;-;-;0
SMM;201208;-;0;0;0
SMM;201209;-;0;0;0
SMM;201210;20121015;9;9;1
SMM;201211;20121128;12;13;1
SMM;201212;20121227;11;31;19
SMM;201301;20130120;11;42;31

stn;time;hti000yx;hto000y0;hns000y0
SMM;2007;20070319;5;156
SMM;2008;20081210;13;329
SMM;2009;20091222;22;305
SMM;2010;20101121;20;269
SMM;2011;20111008;6;99
SMM;2012;20121128;7;-
SMM;2013;20131010;11;264

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
TST;200801;-;-;29;21
TST;200802;-;-;29;17
TST;200803;-;-;-;6
TST;200804;-;-;-;8
TST;200805;-;-;-;-
TST;200806;-;-;-;-
TST;200807;-;-;-;-
TST;200808;-;-;-;-
TST;200809;-;-;-;-
TST;200810;-;-;-;-
TST;200811;-;-;-;-
TST;200812;-;-;58;46
TST;200901;-;-;75;57
TST;200902;-;-;102;77
TST;200903;-;-;92;63
TST;200904;-;-;-;-
TST;200905;-;-;-;-
TST;200906;-;-;-;-
TST;200907;-;-;-;-
TST;200908;-;-;-;-
TST;200909;-;-;-;-
TST;200910;-;-;-;-
TST;200911;-;-;-;-
TST;200912;-;-;38;27
TST;201001;-;-;37;29
TST;201002;-;-;43;37
TST;201003;-;-;-;17
TST;201004;-;-;-;-
TST;201005;-;-;-;-
TST;201006;-;-;-;-
TST;201007;-;-;-;-
TST;201008;-;-;-;-
TST;201009;-;-;-;-
TST;201010;-;-;-;-
TST;201011;-;-;-;17
TST;201012;-;-;30;21
TST;201101;-;-;-;9
TST;201102;-;-;-;-
TST;201103;-;-;-;-
TST;201104;-;-;-;-
TST;201105;-;-;-;-
TST;201106;-;-;-;-
TST;201107;-;-;-;-
TST;201108;-;-;-;-
TST;201109;-;-;-;-
TST;201110;-;-;-;-
TST;201111;-;0;0;0
TST;201112;20111222;30;70;26
TST;201201;20120105;33;100;82
TST;201202;20120215;10;97;90
TST;201203;20120318;26;72;43
TST;201204;20120424;15;10;1
TST;201205;20120516;4;4;0
TST;201206;-;-;-;0
TST;201207;-;0;0;0
TST;201208;-;0;0;0
TST;201209;-;0;0;0
TST;201210;20121027;11;16;2
TST;201211;20121128;17;17;1
TST;201212;20121227;16;49;35
TST;201301;20130110;11;43;35

stn;time;hti000yx;hto000y0;hns000y0
TST;2012;20120105;21;-
TST;2013;20131010;12;324

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5VA;200701;20070123;25;32;14
SLF5VA;200702;20070227;10;18;12
SLF5VA;200703;20070301;8;10;1
SLF5VA;200704;20070403;1;1;0
SLF5VA;200705;-;0;0;0
SLF5VA;200706;-;-;-;-
SLF5VA;200707;-;-;-;-
SLF5VA;200708;-;-;-;-
SLF5VA;200709;-;-;-;-
SLF5VA;200710;20071021;1;1;0
SLF5VA;200711;20071110;30;35;11
SLF5VA;200712;20071203;15;15;9
SLF5VA;200801;20080112;34;37;20
SLF5VA;200802;20080204;13;32;20
SLF5VA;200803;20080324;8;12;3
SLF5VA;200804;20080406;26;26;3
SLF5VA;200805;-;0;4;0
SLF5VA;200806;-;-;-;-
SLF5VA;200807;-;-;-;-
SLF5VA;200808;-;-;-;-
SLF5VA;200809;-;-;-;-
SLF5VA;200810;20081029;27;46;3
SLF5VA;200811;20081121;25;37;11
SLF5VA;200812;20081210;32;86;58
SLF5VA;200901;20090120;32;94;70
SLF5VA;200902;20090217;25;98;82
SLF5VA;200903;20090325;16;96;79
SLF5VA;200904;20090428;10;60;8
SLF5VA;200905;-;0;0;0
SLF5VA;200906;-;-;-;-
SLF5VA;200907;-;-;-;-
SLF5VA;200908;-;-;-;-
SLF5VA;200909;-;-;-;-
SLF5VA;200910;20091016;5;5;1
SLF5VA;200911;20091130;76;11;2
SLF5VA;200912;20091203;20;80;48
SLF5VA;201001;20100107;10;43;31
SLF5VA;201002;20100210;8;46;38
SLF5VA;201003;20100326;10;25;15
SLF5VA;201004;20100401;16;18;1
SLF5VA;201005;20100502;14;14;0
SLF5VA;201006;-;-;-;-
SLF5VA;201007;-;-;-;-
SLF5VA;201008;-;-;-;-
SLF5VA;201009;-;-;-;-
SLF5VA;201010;20101024;26;32;4
SLF5VA;201011;20101108;17;37;16
SLF5VA;201012;20101224;14;35;15
SLF5VA;201101;20110125;4;12;3
SLF5VA;201102;20110220;6;6;1
SLF5VA;201103;-;0;0;0
SLF5VA;201104;20110412;2;2;0
SLF5VA;201105;-;0;0;0
SLF5VA;201106;-;-;-;-
SLF5VA;201107;-;-;-;-
SLF5VA;201108;-;-;-;-
SLF5VA;201109;-;-;-;-
SLF5VA;201110;-;-;-;-
SLF5VA;201111;-;0;0;0
SLF5VA;201112;20111222;27;57;18
SLF5VA;201201;20120120;42;112;80
SLF5VA;201202;20120215;16;103;91
SLF5VA;201203;20120318;38;76;45
SLF5VA;201204;20120423;13;13;2
SLF5VA;201205;20120516;5;5;0
SLF5VA;201206;-;-;-;-
SLF5VA;201207;-;-;-;-
SLF5VA;201208;-;-;-;-
SLF5VA;201209;-;-;-;-
SLF5VA;201210;20121015;29;29;3
SLF5VA;201211;20121128;25;25;2
SLF5VA;201212;20121210;16;43;28
SLF5VA;201301;20130121;13;30;19

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF7ZU;200701;-;-;37;23
SLF7ZU;200702;-;-;36;28
SLF7ZU;200703;20070319;5;32;17
SLF7ZU;200704;-;0;0;0
SLF7ZU;200705;20070528;3;3;0
SLF7ZU;200706;-;-;-;-
SLF7ZU;200707;-;-;-;-
SLF7ZU;200708;-;-;-;-
SLF7ZU;200709;-;-;-;-
SLF7ZU;200710;20071030;1;1;0
SLF7ZU;200711;20071110;48;55;20
SLF7ZU;200712;-;-;-;-
SLF7ZU;200801;20080112;21;66;52
SLF7ZU;200802;20080206;5;63;55
SLF7ZU;200803;20080301;11;44;30
SLF7ZU;200804;20080411;19;20;5
SLF7ZU;200805;-;0;7;0
SLF7ZU;200806;-;-;-;-
SLF7ZU;200807;-;-;-;-
SLF7ZU;200808;-;-;-;-
SLF7ZU;200809;-;-;-;-
SLF7ZU;200810;20081003;7;7;1
SLF7ZU;200811;20081128;22;58;17
SLF7ZU;200812;20081201;22;82;66
SLF7ZU;200901;20090120;30;108;75
SLF7ZU;200902;20090206;16;103;95
SLF7ZU;200903;20090310;16;102;84
SLF7ZU;200904;20090428;18;73;21
SLF7ZU;200905;-;0;0;0
SLF7ZU;200906;-;-;-;-
SLF7ZU;200907;-;-;-;-
SLF7ZU;200908;-;-;-;-
SLF7ZU;200909;-;-;-;-
SLF7ZU;200910;20091016;6;6;1
SLF7ZU;200911;20091130;40;21;2
SLF7ZU;200912;20091222;24;63;46
SLF7ZU;201001;20100108;6;69;63
SLF7ZU;201002;20100219;6;71;67
SLF7ZU;201003;20100326;18;70;55
SLF7ZU;201004;20100401;7;31;8
SLF7ZU;201005;20100502;8;8;0
SLF7ZU;201006;-;-;-;-
SLF7ZU;201007;-;-;-;-
SLF7ZU;201008;-;-;-;-
SLF7ZU;201009;-;-;-;-
SLF7ZU;201010;20101024;14;15;2
SLF7ZU;201011;20101116;28;40;19
SLF7ZU;201012;20101201;10;47;34
SLF7ZU;201101;20110109;10;49;40
SLF7ZU;201102;20110226;5;48;40
SLF7ZU;201103;20110317;3;40;26
SLF7ZU;201104;-;0;0;0
SLF7ZU;201105;-;0;0;0
SLF7ZU;201106;-;-;-;-
SLF7ZU;201107;-;-;-;-
SLF7ZU;201108;-;-;-;-
SLF7ZU;201109;-;-;-;-
SLF7ZU;201110;20111008;20;25;2
SLF7ZU;201111;-;0;0;0
SLF7ZU;201112;20111222;27;54;19
SLF7ZU;201201;20120105;25;79;64
SLF7ZU;201202;20120215;8;70;66
SLF7ZU;201203;20120318;24;62;40
SLF7ZU;201204;20120421;18;18;3
SLF7ZU;201205;20120505;1;1;0
SLF7ZU;201206;-;-;-;-
SLF7ZU;201207;-;-;-;-
SLF7ZU;201208;-;-;-;-
SLF7ZU;201209;-;-;-;-
SLF7ZU;201210;20121015;20;20;3
SLF7ZU;201211;20121128;18;18;2
SLF7ZU;201212;20121222;21;59;34
SLF7ZU;201301;20130120;8;54;46

