 

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF7MA;196608;-;-;-;-
SLF7MA;196609;-;-;-;-
SLF7MA;196610;-;-;-;-
SLF7MA;196611;19661104;54;110;64
SLF7MA;196612;19661202;47;118;96
SLF7MA;196701;19670121;7;107;97
SLF7MA;196702;19670217;39;157;112
SLF7MA;196703;19670310;30;163;145
SLF7MA;196704;19670409;42;183;143
SLF7MA;196705;19670502;32;156;61
SLF7MA;196706;-;-;-;-
SLF7MA;196707;-;-;-;-
SLF7MA;196708;-;-;-;-
SLF7MA;196709;-;-;-;-
SLF7MA;196710;-;-;-;-
SLF7MA;196711;19671102;36;81;45
SLF7MA;196712;19671229;8;56;47
SLF7MA;196801;19680126;59;137;80
SLF7MA;196802;19680222;53;205;151
SLF7MA;196803;19680321;20;180;165
SLF7MA;196804;19680406;22;155;115
SLF7MA;196805;-;-;-;-
SLF7MA;196806;-;-;-;-
SLF7MA;196807;-;-;-;-
SLF7MA;196808;-;-;-;-
SLF7MA;196809;-;-;-;-
SLF7MA;196810;-;-;-;-
SLF7MA;196811;19681117;45;80;31
SLF7MA;196812;19681225;12;73;58
SLF7MA;196901;19690114;60;162;102
SLF7MA;196902;19690219;16;152;124
SLF7MA;196903;19690313;15;138;126
SLF7MA;196904;19690422;14;122;92
SLF7MA;196905;-;-;-;-
SLF7MA;196906;-;-;-;-
SLF7MA;196907;-;-;-;-
SLF7MA;196908;-;-;-;-
SLF7MA;196909;-;-;-;-
SLF7MA;196910;-;-;-;-
SLF7MA;196911;19691114;17;36;15
SLF7MA;196912;19691231;6;42;37
SLF7MA;197001;19700115;29;132;90
SLF7MA;197002;19700205;36;141;117
SLF7MA;197003;19700331;38;135;121
SLF7MA;197004;19700407;51;191;136
SLF7MA;197005;19700502;14;114;57
SLF7MA;197006;-;-;-;-
SLF7MA;197007;-;-;-;-
SLF7MA;197008;-;-;-;-
SLF7MA;197009;-;-;-;-
SLF7MA;197010;19701020;15;15;1
SLF7MA;197011;19701113;56;111;51
SLF7MA;197012;19701228;31;141;95
SLF7MA;197101;19710121;41;168;131
SLF7MA;197102;19710203;26;180;152
SLF7MA;197103;19710319;43;221;157
SLF7MA;197104;19710427;19;167;101
SLF7MA;197105;-;-;-;-
SLF7MA;197106;-;-;-;-
SLF7MA;197107;-;-;-;-
SLF7MA;197108;-;-;-;-
SLF7MA;197109;-;-;-;-
SLF7MA;197110;-;-;-;-
SLF7MA;197111;19711109;19;51;20
SLF7MA;197112;19711229;29;59;37
SLF7MA;197201;19720103;27;87;61
SLF7MA;197202;19720220;28;145;98
SLF7MA;197203;19720307;34;157;110
SLF7MA;197204;19720411;40;85;43
SLF7MA;197205;19720516;24;39;10
SLF7MA;197206;-;-;-;-
SLF7MA;197207;-;-;-;-
SLF7MA;197208;-;-;-;-
SLF7MA;197209;-;-;-;-
SLF7MA;197210;19721022;24;37;5
SLF7MA;197211;19721130;14;8;3
SLF7MA;197212;19721208;21;66;47
SLF7MA;197301;19730115;25;90;68
SLF7MA;197302;19730213;16;95;78
SLF7MA;197303;19730312;5;77;67
SLF7MA;197304;19730409;40;102;55
SLF7MA;197305;19730507;40;40;3
SLF7MA;197306;-;-;-;-
SLF7MA;197307;-;-;-;-
SLF7MA;197308;-;-;-;-
SLF7MA;197309;-;-;-;-
SLF7MA;197310;19731001;9;35;2
SLF7MA;197311;19731105;17;17;4
SLF7MA;197312;19731221;30;82;30
SLF7MA;197401;19740131;12;72;60
SLF7MA;197402;19740212;45;150;121
SLF7MA;197403;19740304;31;160;112
SLF7MA;197404;19740424;12;68;34
SLF7MA;197405;19740514;9;10;1
SLF7MA;197406;-;-;-;-
SLF7MA;197407;-;-;-;-
SLF7MA;197408;-;-;-;-
SLF7MA;197409;-;-;-;-
SLF7MA;197410;19741007;30;32;20
SLF7MA;197411;19741118;33;68;41
SLF7MA;197412;19741212;13;68;58
SLF7MA;197501;19750117;40;147;93

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5OB;196201;19620113;21;42;23
SLF5OB;196202;19620215;22;86;59
SLF5OB;196203;19620327;32;90;60
SLF5OB;196204;-;-;82;39
SLF5OB;196205;-;-;-;-
SLF5OB;196206;-;-;-;-
SLF5OB;196207;-;-;-;-
SLF5OB;196208;-;-;-;-
SLF5OB;196209;-;-;-;-
SLF5OB;196210;-;-;-;-
SLF5OB;196211;19621114;14;14;5
SLF5OB;196212;19621221;42;130;53
SLF5OB;196301;19630110;12;84;75
SLF5OB;196302;19630219;8;79;72
SLF5OB;196303;19630329;35;85;64
SLF5OB;196304;19630410;4;56;24
SLF5OB;196305;-;-;-;-
SLF5OB;196306;-;-;-;-
SLF5OB;196307;-;-;-;-
SLF5OB;196308;-;-;-;-
SLF5OB;196309;-;-;-;-
SLF5OB;196310;-;-;-;-
SLF5OB;196311;19631115;21;25;7
SLF5OB;196312;19631212;4;14;9
SLF5OB;196401;19640111;3;8;4
SLF5OB;196402;19640212;6;12;5
SLF5OB;196403;19640328;10;21;4
SLF5OB;196404;19640424;20;20;2
SLF5OB;196405;-;-;-;-
SLF5OB;196406;-;-;-;-
SLF5OB;196407;-;-;-;-
SLF5OB;196408;-;-;-;-
SLF5OB;196409;-;-;-;-
SLF5OB;196410;-;-;-;-
SLF5OB;196411;19641129;50;60;3
SLF5OB;196412;19641203;20;60;38
SLF5OB;196501;19650117;21;50;36
SLF5OB;196502;19650215;12;55;41
SLF5OB;196503;-;-;58;36
SLF5OB;196504;-;-;7;2
SLF5OB;196505;-;-;-;-
SLF5OB;196506;-;-;-;-
SLF5OB;196507;-;-;-;-
SLF5OB;196508;-;-;-;-
SLF5OB;196509;-;-;-;-
SLF5OB;196510;-;-;-;-
SLF5OB;196511;-;-;24;6
SLF5OB;196512;19651231;31;106;67
SLF5OB;196601;19660103;16;108;83
SLF5OB;196602;19660221;18;65;55
SLF5OB;196603;19660312;21;63;51
SLF5OB;196604;19660420;4;50;17
SLF5OB;196605;-;-;-;-
SLF5OB;196606;-;-;-;-
SLF5OB;196607;-;-;-;-
SLF5OB;196608;-;-;-;-
SLF5OB;196609;-;-;-;-
SLF5OB;196610;-;-;-;-
SLF5OB;196611;19661103;30;61;25
SLF5OB;196612;19661222;31;72;49
SLF5OB;196701;19670124;12;76;70
SLF5OB;196702;19670220;18;60;50
SLF5OB;196703;19670301;36;86;48
SLF5OB;196704;-;-;44;20
SLF5OB;196705;-;-;-;-
SLF5OB;196706;-;-;-;-
SLF5OB;196707;-;-;-;-
SLF5OB;196708;-;-;-;-
SLF5OB;196709;-;-;-;-
SLF5OB;196710;-;-;-;-
SLF5OB;196711;19671105;17;25;6
SLF5OB;196712;19671219;12;31;21
SLF5OB;196801;19680126;53;151;90
SLF5OB;196802;19680203;18;124;102
SLF5OB;196803;19680311;27;145;99
SLF5OB;196804;19680403;14;66;27
SLF5OB;196805;-;-;-;-
SLF5OB;196806;-;-;-;-
SLF5OB;196807;-;-;-;-
SLF5OB;196808;-;-;-;-
SLF5OB;196809;-;-;-;-
SLF5OB;196810;-;-;-;-
SLF5OB;196811;19681116;23;34;7
SLF5OB;196812;19681225;43;86;16
SLF5OB;196901;19690114;24;58;47
SLF5OB;196902;19690211;15;75;61
SLF5OB;196903;19690330;3;60;45
SLF5OB;196904;19690415;28;48;14
SLF5OB;196905;-;-;-;-
SLF5OB;196906;-;-;-;-
SLF5OB;196907;-;-;-;-
SLF5OB;196908;-;-;-;-
SLF5OB;196909;-;-;-;-
SLF5OB;196910;-;-;-;-
SLF5OB;196911;-;-;-;-
SLF5OB;196912;-;-;-;-
SLF5OB;197001;-;-;-;-
SLF5OB;197002;-;-;-;-
SLF5OB;197003;-;-;-;-
SLF5OB;197004;-;-;-;-
SLF5OB;197005;-;-;-;-
SLF5OB;197006;-;-;-;-
SLF5OB;197007;-;-;-;-
SLF5OB;197008;-;-;-;-
SLF5OB;197009;-;-;-;-
SLF5OB;197010;-;-;-;-
SLF5OB;197011;19701114;29;31;9
SLF5OB;197012;19701227;9;24;13
SLF5OB;197101;19710123;12;27;17
SLF5OB;197102;19710203;17;50;35
SLF5OB;197103;19710311;7;51;38
SLF5OB;197104;-;0;21;3
SLF5OB;197105;-;-;-;-
SLF5OB;197106;-;-;-;-
SLF5OB;197107;-;-;-;-
SLF5OB;197108;-;-;-;-
SLF5OB;197109;-;-;-;-
SLF5OB;197110;-;-;-;-
SLF5OB;197111;19711121;52;62;22
SLF5OB;197112;19711210;16;55;34
SLF5OB;197201;19720103;9;32;27
SLF5OB;197202;19720229;4;30;22
SLF5OB;197203;19720307;20;32;8
SLF5OB;197204;19720419;20;20;2
SLF5OB;197205;-;-;-;-
SLF5OB;197206;-;-;-;-
SLF5OB;197207;-;-;-;-
SLF5OB;197208;-;-;-;-
SLF5OB;197209;-;-;-;-
SLF5OB;197210;-;-;-;-
SLF5OB;197211;-;-;20;6
SLF5OB;197212;-;-;28;20
SLF5OB;197301;-;-;62;31
SLF5OB;197302;-;-;99;68
SLF5OB;197303;-;-;91;63
SLF5OB;197304;-;-;54;16

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SCU;196201;19620111;22;50;23
SCU;196202;19620214;20;65;39
SCU;196203;19620327;12;40;27
SCU;196204;19620414;18;20;4
SCU;196205;-;0;0;0
SCU;196206;-;0;0;0
SCU;196207;-;0;0;0
SCU;196208;-;0;0;0
SCU;196209;-;0;0;0
SCU;196210;19621028;5;5;0
SCU;196211;19621121;10;15;2
SCU;196212;19621221;50;110;41
SCU;196301;19630104;12;70;63
SCU;196302;19630219;6;65;58
SCU;196303;19630311;20;60;41
SCU;196304;19630407;10;25;2
SCU;196305;-;0;0;0
SCU;196306;-;0;0;0
SCU;196307;-;0;0;0
SCU;196308;-;0;0;0
SCU;196309;-;0;0;0
SCU;196310;-;0;0;0
SCU;196311;19631116;22;22;6
SCU;196312;-;0;10;10
SCU;196401;19640131;5;12;9
SCU;196402;19640212;1;10;0
SCU;196403;19640305;10;10;1
SCU;196404;19640424;5;5;0
SCU;196405;-;0;0;0
SCU;196406;-;0;0;0
SCU;196407;-;0;0;0
SCU;196408;-;0;0;0
SCU;196409;-;0;0;0
SCU;196410;19641023;10;10;1
SCU;196411;19641129;20;25;1
SCU;196412;19641205;11;55;36
SCU;196501;19650117;12;50;38
SCU;196502;19650215;3;30;30
SCU;196503;19650326;20;30;16
SCU;196504;19650415;10;10;0
SCU;196505;-;0;0;0
SCU;196506;-;0;0;0
SCU;196507;-;0;0;0
SCU;196508;-;0;0;0
SCU;196509;-;0;0;0
SCU;196510;-;0;0;0
SCU;196511;19651120;22;40;11
SCU;196512;19651212;55;105;67
SCU;196601;19660103;15;95;72
SCU;196602;19660221;5;60;46
SCU;196603;19660315;15;35;18
SCU;196604;-;0;0;0
SCU;196605;19660506;3;3;0
SCU;196606;-;0;0;0
SCU;196607;-;0;0;0
SCU;196608;-;0;0;0
SCU;196609;-;0;0;0
SCU;196610;-;0;0;0
SCU;196611;19661104;50;60;17
SCU;196612;19661202;50;70;55
SCU;196701;19670122;5;60;54
SCU;196702;19670220;25;85;51
SCU;196703;19670320;20;60;31
SCU;196704;19670423;5;5;0
SCU;196705;19670503;10;10;0
SCU;196706;-;0;0;0
SCU;196707;-;0;0;0
SCU;196708;-;0;0;0
SCU;196709;-;0;0;0
SCU;196710;19671031;7;5;0
SCU;196711;19671103;15;15;1
SCU;196712;19671219;5;8;3
SCU;196801;19680126;55;110;55
SCU;196802;19680220;5;90;64
SCU;196803;19680311;25;75;50
SCU;196804;19680424;3;10;0
SCU;196805;-;0;0;0
SCU;196806;-;0;0;0
SCU;196807;-;0;0;0
SCU;196808;-;0;0;0
SCU;196809;-;0;0;0
SCU;196810;-;0;0;0
SCU;196811;19681116;10;16;4
SCU;196812;19681225;25;40;9
SCU;196901;19690114;8;38;32
SCU;196902;19690202;12;50;39
SCU;196903;19690330;2;30;11
SCU;196904;19690416;20;50;3
SCU;196905;19690518;5;5;0
SCU;196906;-;0;0;0
SCU;196907;-;0;0;0
SCU;196908;-;0;0;0
SCU;196909;-;0;0;0
SCU;196910;-;0;0;0
SCU;196911;19691117;15;15;3
SCU;196912;19691218;12;30;20
SCU;197001;19700115;10;35;26
SCU;197002;19700202;50;120;71
SCU;197003;19700331;10;110;84
SCU;197004;19700426;10;60;20
SCU;197005;19700501;5;5;0
SCU;197006;-;0;0;0
SCU;197007;-;0;0;0
SCU;197008;-;0;0;0
SCU;197009;-;0;0;0
SCU;197010;19701020;20;25;3
SCU;197011;19701121;5;5;1
SCU;197012;19701229;6;15;1
SCU;197101;19710121;12;25;14
SCU;197102;19710216;14;25;18
SCU;197103;19710319;3;20;9
SCU;197104;-;0;0;0
SCU;197105;-;-;-;-
SCU;197106;-;-;-;-
SCU;197107;-;-;-;-
SCU;197108;-;-;-;-
SCU;197109;-;0;0;0
SCU;197110;-;0;0;0
SCU;197111;19711109;23;24;10
SCU;197112;19711209;6;31;24
SCU;197201;19720103;10;36;31
SCU;197202;19720212;4;35;28
SCU;197203;19720307;5;14;2
SCU;197204;19720411;20;20;1
SCU;197205;19720512;2;39;1
SCU;197206;-;0;0;0
SCU;197207;-;0;0;0
SCU;197208;-;0;0;0
SCU;197209;-;0;0;0
SCU;197210;19721021;26;40;5
SCU;197211;19721116;16;16;6
SCU;197212;19721209;10;18;15
SCU;197301;19730121;5;31;23
SCU;197302;19730213;9;40;32
SCU;197303;19730312;6;37;24
SCU;197304;19730409;25;29;1
SCU;197305;19730507;9;9;0
SCU;197306;-;0;0;0
SCU;197307;-;0;0;0
SCU;197308;-;0;0;0
SCU;197309;19730930;2;0;0
SCU;197310;19731023;9;9;0
SCU;197311;19731129;13;13;0
SCU;197312;19731214;28;50;23
SCU;197401;19740118;12;48;35
SCU;197402;19740207;12;58;44
SCU;197403;19740304;22;60;25
SCU;197404;19740424;7;7;0
SCU;197405;-;0;0;0
SCU;197406;-;0;0;0
SCU;197407;-;0;0;0
SCU;197408;-;0;0;0
SCU;197409;19740928;2;2;0
SCU;197410;19741007;4;5;0
SCU;197411;19741128;27;46;5
SCU;197412;19741212;17;49;33
SCU;197501;19750128;29;82;41

stn;time;hti000yx;hns000y0;hto000y0
SCU;1962;19621221;401;11
SCU;1963;19631116;140;15
SCU;1964;19641129;160;4
SCU;1965;19651212;349;13
SCU;1966;19661202;289;17
SCU;1967;19670220;229;11
SCU;1968;19680126;377;15
SCU;1969;19690416;165;9
SCU;1970;19700202;329;17
SCU;1971;-;-;-
SCU;1972;19721021;195;7
SCU;1973;19731214;207;8
SCU;1974;19741128;317;12
SCU;1975;19751130;315;12

stn;time;hto000mx;hto000m0
SLF7SU;196201;50;23
SLF7SU;196202;65;39
SLF7SU;196203;40;28
SLF7SU;196204;20;5
SLF7SU;196205;0;0
SLF7SU;196206;-;-
SLF7SU;196207;-;-
SLF7SU;196208;-;-
SLF7SU;196209;-;-
SLF7SU;196210;5;0
SLF7SU;196211;15;3
SLF7SU;196212;110;42
SLF7SU;196301;70;66
SLF7SU;196302;65;59
SLF7SU;196303;60;42
SLF7SU;196304;25;2
SLF7SU;196305;0;0
SLF7SU;196306;-;-
SLF7SU;196307;-;-
SLF7SU;196308;-;-
SLF7SU;196309;-;-
SLF7SU;196310;0;0
SLF7SU;196311;22;6
SLF7SU;196312;10;10
SLF7SU;196401;12;9
SLF7SU;196402;10;1
SLF7SU;196403;10;1
SLF7SU;196404;5;0
SLF7SU;196405;0;0
SLF7SU;196406;-;-
SLF7SU;196407;-;-
SLF7SU;196408;-;-
SLF7SU;196409;-;-
SLF7SU;196410;10;2
SLF7SU;196411;25;1
SLF7SU;196412;55;37
SLF7SU;196501;50;38
SLF7SU;196502;30;30
SLF7SU;196503;30;16
SLF7SU;196504;10;1
SLF7SU;196505;0;0
SLF7SU;196506;-;-
SLF7SU;196507;-;-
SLF7SU;196508;-;-
SLF7SU;196509;-;-
SLF7SU;196510;0;0
SLF7SU;196511;40;11
SLF7SU;196512;105;68
SLF7SU;196601;95;73
SLF7SU;196602;60;47
SLF7SU;196603;35;18
SLF7SU;196604;0;0
SLF7SU;196605;3;0
SLF7SU;196606;-;-
SLF7SU;196607;-;-
SLF7SU;196608;-;-
SLF7SU;196609;-;-
SLF7SU;196610;0;0
SLF7SU;196611;60;18
SLF7SU;196612;70;56
SLF7SU;196701;60;54
SLF7SU;196702;85;51
SLF7SU;196703;60;31
SLF7SU;196704;5;1
SLF7SU;196705;10;0
SLF7SU;196706;-;-
SLF7SU;196707;-;-
SLF7SU;196708;-;-
SLF7SU;196709;-;-
SLF7SU;196710;5;0
SLF7SU;196711;15;1
SLF7SU;196712;8;4
SLF7SU;196801;110;56
SLF7SU;196802;90;65
SLF7SU;196803;75;50
SLF7SU;196804;10;1
SLF7SU;196805;0;0
SLF7SU;196806;-;-
SLF7SU;196807;-;-
SLF7SU;196808;-;-
SLF7SU;196809;-;-
SLF7SU;196810;0;0
SLF7SU;196811;16;5
SLF7SU;196812;40;9
SLF7SU;196901;38;32
SLF7SU;196902;50;39
SLF7SU;196903;30;11
SLF7SU;196904;20;2
SLF7SU;196905;5;0
SLF7SU;196906;-;-
SLF7SU;196907;-;-
SLF7SU;196908;-;-
SLF7SU;196909;-;-
SLF7SU;196910;0;0
SLF7SU;196911;15;3
SLF7SU;196912;30;21
SLF7SU;197001;35;26
SLF7SU;197002;120;72
SLF7SU;197003;110;84
SLF7SU;197004;60;21
SLF7SU;197005;5;0
SLF7SU;197006;-;-
SLF7SU;197007;-;-
SLF7SU;197008;-;-
SLF7SU;197009;-;-
SLF7SU;197010;25;4
SLF7SU;197011;5;1
SLF7SU;197012;15;1
SLF7SU;197101;25;14
SLF7SU;197102;25;18
SLF7SU;197103;20;9
SLF7SU;197104;0;0
SLF7SU;197105;-;-
SLF7SU;197106;-;-
SLF7SU;197107;-;-
SLF7SU;197108;-;-
SLF7SU;197109;-;-
SLF7SU;197110;0;0
SLF7SU;197111;24;10
SLF7SU;197112;31;24
SLF7SU;197201;36;31
SLF7SU;197202;35;29
SLF7SU;197203;14;2
SLF7SU;197204;20;1
SLF7SU;197205;39;1
SLF7SU;197206;-;-
SLF7SU;197207;-;-
SLF7SU;197208;-;-
SLF7SU;197209;-;-
SLF7SU;197210;40;5
SLF7SU;197211;16;6
SLF7SU;197212;18;16
SLF7SU;197301;31;24
SLF7SU;197302;40;32
SLF7SU;197303;37;25
SLF7SU;197304;29;2
SLF7SU;197305;9;0
SLF7SU;197306;-;-
SLF7SU;197307;-;-
SLF7SU;197308;-;-
SLF7SU;197309;-;-
SLF7SU;197310;9;0
SLF7SU;197311;13;1
SLF7SU;197312;50;24
SLF7SU;197401;48;35
SLF7SU;197402;58;44
SLF7SU;197403;60;26
SLF7SU;197404;7;1
SLF7SU;197405;0;0
SLF7SU;197406;-;-
SLF7SU;197407;-;-
SLF7SU;197408;-;-
SLF7SU;197409;-;-
SLF7SU;197410;5;1
SLF7SU;197411;46;6
SLF7SU;197412;49;34
SLF7SU;197501;82;41

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5SE;196711;19671127;7;12;3
SLF5SE;196712;19671219;25;48;26
SLF5SE;196801;19680126;66;181;117
SLF5SE;196802;19680206;17;166;144
SLF5SE;196803;19680311;45;180;142
SLF5SE;196804;19680412;23;105;56
SLF5SE;196805;-;-;-;-
SLF5SE;196806;-;-;-;-
SLF5SE;196807;-;-;-;-
SLF5SE;196808;-;-;-;-
SLF5SE;196809;-;-;-;-
SLF5SE;196810;-;-;-;-
SLF5SE;196811;19681117;31;54;13
SLF5SE;196812;19681225;51;132;31
SLF5SE;196901;19690114;30;84;68
SLF5SE;196902;19690211;17;99;80
SLF5SE;196903;19690324;6;80;56
SLF5SE;196904;19690416;35;59;20
SLF5SE;196905;-;-;-;-
SLF5SE;196906;-;-;-;-
SLF5SE;196907;-;-;-;-
SLF5SE;196908;-;-;-;-
SLF5SE;196909;-;-;-;-
SLF5SE;196910;-;-;-;-
SLF5SE;196911;19691114;42;54;19
SLF5SE;196912;19691215;33;79;45
SLF5SE;197001;19700131;14;62;54
SLF5SE;197002;19700223;35;165;110
SLF5SE;197003;19700318;27;149;124
SLF5SE;197004;19700426;28;145;108
SLF5SE;197005;-;-;-;-
SLF5SE;197006;-;-;-;-
SLF5SE;197007;-;-;-;-
SLF5SE;197008;-;-;-;-
SLF5SE;197009;-;-;-;-
SLF5SE;197010;19701003;13;18;3
SLF5SE;197011;19701121;14;14;3
SLF5SE;197012;19701227;14;35;11
SLF5SE;197101;19710121;13;37;29
SLF5SE;197102;19710203;24;78;56
SLF5SE;197103;19710310;10;81;62
SLF5SE;197104;-;0;40;8
SLF5SE;197105;-;-;-;-
SLF5SE;197106;-;-;-;-
SLF5SE;197107;-;-;-;-
SLF5SE;197108;-;-;-;-
SLF5SE;197109;-;-;-;-
SLF5SE;197110;19711014;1;1;0
SLF5SE;197111;19711121;48;85;35
SLF5SE;197112;19711209;22;95;55
SLF5SE;197201;19720102;17;67;52
SLF5SE;197202;19720213;9;53;43
SLF5SE;197203;19720307;36;62;25
SLF5SE;197204;19720419;25;25;2
SLF5SE;197205;19720513;3;3;0
SLF5SE;197206;-;-;-;-
SLF5SE;197207;-;-;-;-
SLF5SE;197208;-;-;-;-
SLF5SE;197209;-;-;-;-
SLF5SE;197210;19721022;33;45;5
SLF5SE;197211;19721124;22;39;9
SLF5SE;197212;19721205;2;23;13
SLF5SE;197301;19730127;23;53;20
SLF5SE;197302;19730223;23;103;55
SLF5SE;197303;19730318;13;83;64
