 

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SCU;195201;19520111;10;-;-
SCU;195202;19520212;20;-;-
SCU;195203;19520312;8;-;-
SCU;195204;19520401;15;-;-
SCU;195205;-;0;-;-
SCU;195206;-;0;-;-
SCU;195207;-;0;-;-
SCU;195208;-;0;-;-
SCU;195209;-;0;-;-
SCU;195210;19521013;5;-;-
SCU;195211;19521110;60;-;-
SCU;195212;19521221;35;-;-
SCU;195301;19530101;3;-;-
SCU;195302;19530201;15;-;-
SCU;195303;19530307;2;-;-
SCU;195304;-;0;-;-
SCU;195305;-;0;-;-
SCU;195306;19530602;8;-;-
SCU;195307;-;0;-;-
SCU;195308;-;0;-;-
SCU;195309;-;0;-;-
SCU;195310;-;0;-;-
SCU;195311;-;0;-;-
SCU;195312;19531219;15;-;-
SCU;195401;19540111;50;-;-
SCU;195402;19540228;10;-;-
SCU;195403;19540304;32;-;-
SCU;195404;19540409;4;-;-
SCU;195405;19540503;40;-;-
SCU;195406;-;0;-;-
SCU;195407;-;0;-;-
SCU;195408;-;0;-;-
SCU;195409;-;0;-;-
SCU;195410;-;0;-;-
SCU;195411;-;0;-;-
SCU;195412;19541222;75;-;-
SCU;195501;19550111;10;-;-
SCU;195502;19550217;30;-;-
SCU;195503;19550311;1;-;-
SCU;195504;-;0;-;-
SCU;195505;-;0;-;-
SCU;195506;-;0;-;-
SCU;195507;-;0;-;-
SCU;195508;-;0;-;-
SCU;195509;-;0;-;-
SCU;195510;19551017;5;-;-
SCU;195511;19551124;3;-;-
SCU;195512;19551227;25;-;-
SCU;195601;19560126;40;-;-
SCU;195602;19560218;4;-;-
SCU;195603;19560301;5;-;-
SCU;195604;-;0;-;-
SCU;195605;19560510;1;-;-
SCU;195606;19560608;15;-;-
SCU;195607;-;0;-;-
SCU;195608;-;0;-;-
SCU;195609;-;0;-;-
SCU;195610;19561026;20;-;-
SCU;195611;19561104;4;-;-
SCU;195612;19561213;1;-;-
SCU;195701;19570127;5;-;-
SCU;195702;19570224;20;-;-
SCU;195703;19570308;3;-;-
SCU;195704;-;0;-;-
SCU;195705;-;0;-;-
SCU;195706;-;0;-;-
SCU;195707;-;0;-;-
SCU;195708;-;0;-;-
SCU;195709;19570930;3;-;-
SCU;195710;-;0;-;-
SCU;195711;19571107;3;-;-
SCU;195712;19571207;10;-;-
SCU;195801;19580107;25;-;-
SCU;195802;19580223;20;-;-
SCU;195803;19580313;35;-;-
SCU;195804;19580415;15;-;-
SCU;195805;-;0;-;-
SCU;195806;-;0;-;-
SCU;195807;-;0;-;-
SCU;195808;-;0;-;-
SCU;195809;-;0;-;-
SCU;195810;19581017;15;-;-
SCU;195811;19581111;2;-;-
SCU;195812;19581213;20;56;-
SCU;195901;19590106;15;61;52
SCU;195902;19590221;2;50;40
SCU;195903;-;0;30;8
SCU;195904;-;0;0;0
SCU;195905;-;0;0;0
SCU;195906;-;0;0;0
SCU;195907;-;0;0;0
SCU;195908;-;0;0;0
SCU;195909;-;0;0;0
SCU;195910;19591028;10;15;1
SCU;195911;19591115;35;50;18
SCU;195912;19591228;20;70;33
SCU;196001;19600102;12;70;57
SCU;196002;19600212;15;50;39
SCU;196003;19600303;5;35;13
SCU;196004;19600411;3;3;0
SCU;196005;-;0;0;0
SCU;196006;-;0;0;0
SCU;196007;-;0;0;0
SCU;196008;-;0;0;0
SCU;196009;-;0;0;0
SCU;196010;19601015;10;10;0
SCU;196011;19601119;18;18;2
SCU;196012;19601207;35;42;27
SCU;196101;19610103;25;50;37
SCU;196102;19610204;30;90;56
SCU;196103;19610301;6;40;12
SCU;196104;-;0;0;0
SCU;196105;-;0;0;0
SCU;196106;-;0;0;0
SCU;196107;-;0;0;0
SCU;196108;-;0;0;0
SCU;196109;-;0;0;0
SCU;196110;19611018;15;15;1
SCU;196111;19611109;10;10;0
SCU;196112;19611205;4;0;0
SCU;196201;19620111;22;50;23

stn;time;hti000yx;hns000y0;hto000y0
SCU;1931;19310217;280;-
SCU;1932;19320408;108;-
SCU;1933;19330420;121;-
SCU;1934;19341218;95;-
SCU;1935;19350225;307;-
SCU;1936;19361203;250;-
SCU;1937;19370108;297;-
SCU;1938;19380327;195;-
SCU;1939;19391210;176;-
SCU;1940;19400127;302;-
SCU;1941;19411102;107;-
SCU;1942;19421205;40;-
SCU;1943;19431130;77;-
SCU;1944;19440507;191;-
SCU;1945;19450211;148;-
SCU;1946;19461209;107;-
SCU;1947;19470111;204;-
SCU;1948;19480211;150;-
SCU;1949;19491217;209;-
SCU;1950;19500209;386;-
SCU;1951;19510103;424;-
SCU;1952;19521110;398;-
SCU;1953;19531219;64;-
SCU;1954;19541222;378;-
SCU;1955;19550217;233;-
SCU;1956;19560126;181;-
SCU;1957;19570224;114;-
SCU;1958;19580313;313;-
SCU;1959;19591115;243;12
SCU;1960;19601207;204;11
SCU;1961;19610204;190;8
SCU;1962;19621221;401;11

stn;time;hto000mx;hto000m0
SLF7SU;194211;0;0
SLF7SU;194212;5;0
SLF7SU;194301;40;29
SLF7SU;194302;30;27
SLF7SU;194303;20;5
SLF7SU;194304;0;0
SLF7SU;194305;-;-
SLF7SU;194306;-;-
SLF7SU;194307;-;-
SLF7SU;194308;-;-
SLF7SU;194309;-;-
SLF7SU;194310;-;-
SLF7SU;194311;-;-
SLF7SU;194312;15;11
SLF7SU;194401;35;17
SLF7SU;194402;60;44
SLF7SU;194403;65;48
SLF7SU;194404;-;-
SLF7SU;194405;-;-
SLF7SU;194406;-;-
SLF7SU;194407;-;-
SLF7SU;194408;-;-
SLF7SU;194409;-;-
SLF7SU;194410;-;-
SLF7SU;194411;28;11
SLF7SU;194412;62;38
SLF7SU;194501;60;44
SLF7SU;194502;95;64
SLF7SU;194503;90;47
SLF7SU;194504;0;0
SLF7SU;194505;-;-
SLF7SU;194506;-;-
SLF7SU;194507;-;-
SLF7SU;194508;-;-
SLF7SU;194509;-;-
SLF7SU;194510;-;-
SLF7SU;194511;6;1
SLF7SU;194512;25;11
SLF7SU;194601;38;26
SLF7SU;194602;100;69
SLF7SU;194603;70;47
SLF7SU;194604;10;1
SLF7SU;194605;-;-
SLF7SU;194606;-;-
SLF7SU;194607;-;-
SLF7SU;194608;-;-
SLF7SU;194609;-;-
SLF7SU;194610;-;-
SLF7SU;194611;5;0
SLF7SU;194612;30;21
SLF7SU;194701;60;38
SLF7SU;194702;58;49
SLF7SU;194703;50;29
SLF7SU;194704;0;0
SLF7SU;194705;-;-
SLF7SU;194706;-;-
SLF7SU;194707;-;-
SLF7SU;194708;-;-
SLF7SU;194709;-;-
SLF7SU;194710;-;-
SLF7SU;194711;25;3
SLF7SU;194712;50;36
SLF7SU;194801;65;52
SLF7SU;194802;98;73
SLF7SU;194803;68;28
SLF7SU;194804;5;0
SLF7SU;194805;-;-
SLF7SU;194806;-;-
SLF7SU;194807;-;-
SLF7SU;194808;-;-
SLF7SU;194809;-;-
SLF7SU;194810;-;-
SLF7SU;194811;0;0
SLF7SU;194812;10;3
SLF7SU;194901;45;30
SLF7SU;194902;35;27
SLF7SU;194903;35;13
SLF7SU;194904;0;0
SLF7SU;194905;-;-
