 

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF7MA;198601;19860131;73;138;91
SLF7MA;198602;19860201;13;190;145
SLF7MA;198603;19860329;16;139;128
SLF7MA;198604;19860412;36;193;162
SLF7MA;198605;19860529;6;150;64
SLF7MA;198606;-;-;-;-
SLF7MA;198607;-;-;-;-
SLF7MA;198608;-;-;-;-
SLF7MA;198609;-;-;-;-
SLF7MA;198610;19861025;10;10;1
SLF7MA;198611;19861121;13;22;7
SLF7MA;198612;19861219;17;54;27
SLF7MA;198701;19870114;19;66;51
SLF7MA;198702;19870211;46;131;88
SLF7MA;198703;19870328;21;116;99
SLF7MA;198704;19870404;41;155;92
SLF7MA;198705;19870503;20;20;3
SLF7MA;198706;-;-;-;-
SLF7MA;198707;-;-;-;-
SLF7MA;198708;-;-;-;-
SLF7MA;198709;-;-;-;-
SLF7MA;198710;-;0;0;0
SLF7MA;198711;19871124;41;64;12
SLF7MA;198712;19871205;13;58;40
SLF7MA;198801;19880129;29;131;69
SLF7MA;198802;19880206;41;163;134
SLF7MA;198803;19880330;26;150;125
SLF7MA;198804;19880412;15;140;95
SLF7MA;198805;19880502;10;32;5
SLF7MA;198806;-;-;-;-
SLF7MA;198807;-;-;-;-
SLF7MA;198808;-;-;-;-
SLF7MA;198809;-;-;-;-
SLF7MA;198810;19881007;2;2;0
SLF7MA;198811;19881120;9;12;3
SLF7MA;198812;19881201;26;42;37
SLF7MA;198901;-;0;39;36
SLF7MA;198902;19890224;84;172;52
SLF7MA;198903;19890317;31;155;106
SLF7MA;198904;19890408;44;142;97
SLF7MA;198905;-;0;112;27
SLF7MA;198906;-;-;-;-
SLF7MA;198907;-;-;-;-
SLF7MA;198908;-;-;-;-
SLF7MA;198909;-;-;-;-
SLF7MA;198910;19891007;4;4;0
SLF7MA;198911;19891105;22;39;14
SLF7MA;198912;19891222;17;29;15
SLF7MA;199001;19900128;37;76;33
SLF7MA;199002;19900227;43;128;79
SLF7MA;199003;19900308;3;121;79
SLF7MA;199004;19900403;30;75;61
SLF7MA;199005;19900528;3;32;2
SLF7MA;199006;-;-;-;-
SLF7MA;199007;-;-;-;-
SLF7MA;199008;-;-;-;-
SLF7MA;199009;-;-;-;-
SLF7MA;199010;19901028;13;20;2
SLF7MA;199011;19901125;38;91;34
SLF7MA;199012;19901209;66;136;95
SLF7MA;199101;19910104;20;146;118
SLF7MA;199102;19910210;30;150;127
SLF7MA;199103;19910322;20;125;108
SLF7MA;199104;19910404;21;93;56
SLF7MA;199105;19910504;9;21;4
SLF7MA;199106;-;-;-;-
SLF7MA;199107;-;-;-;-
SLF7MA;199108;-;-;-;-
SLF7MA;199109;-;-;-;-
SLF7MA;199110;-;0;0;0
SLF7MA;199111;19911113;78;79;36
SLF7MA;199112;19911221;87;123;67
SLF7MA;199201;19920109;41;142;117
SLF7MA;199202;19920204;26;140;126
SLF7MA;199203;19920331;71;162;122
SLF7MA;199204;19920415;44;215;144
SLF7MA;199205;-;0;93;20
SLF7MA;199206;-;-;-;-
SLF7MA;199207;-;-;-;-
SLF7MA;199208;-;-;-;-
SLF7MA;199209;-;-;-;-
SLF7MA;199210;19921021;8;10;2
SLF7MA;199211;19921116;15;19;6
SLF7MA;199212;19921204;45;93;70
SLF7MA;199301;19930126;10;75;64
SLF7MA;199302;19930228;17;76;68
SLF7MA;199303;19930324;16;88;69
SLF7MA;199304;19930404;4;44;19
SLF7MA;199305;-;0;0;0
SLF7MA;199306;-;-;-;-
SLF7MA;199307;-;-;-;-
SLF7MA;199308;-;-;-;-
SLF7MA;199309;-;-;-;-
SLF7MA;199310;19931021;23;24;6
SLF7MA;199311;19931123;9;15;5
SLF7MA;199312;19931224;25;46;22
SLF7MA;199401;19940107;70;184;111
SLF7MA;199402;19940228;61;133;117
SLF7MA;199403;19940301;12;172;111
SLF7MA;199404;19940414;33;94;55
SLF7MA;199405;-;0;0;0
SLF7MA;199406;-;-;-;-
SLF7MA;199407;-;-;-;-
SLF7MA;199408;-;-;-;-
SLF7MA;199409;-;-;-;-
SLF7MA;199410;19941026;9;14;2
SLF7MA;199411;19941110;5;7;2
SLF7MA;199412;19941219;10;28;5
SLF7MA;199501;19950110;54;91;61
SLF7MA;199502;19950222;32;128;94
SLF7MA;199503;19950303;20;125;104
SLF7MA;199504;19950425;28;96;40
SLF7MA;199505;-;0;0;0
SLF7MA;199506;-;-;-;-
SLF7MA;199507;-;-;-;-
SLF7MA;199508;-;-;-;-
SLF7MA;199509;-;-;-;-
SLF7MA;199510;-;0;0;0
SLF7MA;199511;19951119;15;25;6
SLF7MA;199512;19951222;17;44;30
SLF7MA;199601;19960110;33;106;73
SLF7MA;199602;19960218;22;109;89
SLF7MA;199603;19960307;10;91;76
SLF7MA;199604;19960401;10;56;23
SLF7MA;199605;19960502;5;5;0
SLF7MA;199606;-;-;-;-
SLF7MA;199607;-;-;-;-
SLF7MA;199608;-;-;-;-
SLF7MA;199609;-;-;-;-
SLF7MA;199610;19961001;10;10;1
SLF7MA;199611;19961114;51;98;42
SLF7MA;199612;19961223;17;113;86
SLF7MA;199701;19970103;22;145;127

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5OB;198601;19860113;52;104;55
SLF5OB;198602;19860223;18;102;87
SLF5OB;198603;19860330;14;91;70
SLF5OB;198604;19860417;52;102;59
SLF5OB;198605;19860507;15;27;3
SLF5OB;198606;-;-;-;-
SLF5OB;198607;-;-;-;-
SLF5OB;198608;-;-;-;-
SLF5OB;198609;-;-;-;-
SLF5OB;198610;19861023;4;4;0
SLF5OB;198611;19861120;14;15;4
SLF5OB;198612;19861227;27;91;30
SLF5OB;198701;19870102;30;101;87
SLF5OB;198702;19870228;31;102;82
SLF5OB;198703;19870316;13;127;103
SLF5OB;198704;19870404;13;94;45
SLF5OB;198705;19870503;25;25;2
SLF5OB;198706;-;-;-;-
SLF5OB;198707;-;-;-;-
SLF5OB;198708;-;-;-;-
SLF5OB;198709;-;-;-;-
SLF5OB;198710;-;0;0;0
SLF5OB;198711;19871120;33;33;8
SLF5OB;198712;19871206;3;18;9
SLF5OB;198801;19880122;19;35;17
SLF5OB;198802;19880207;22;68;51
SLF5OB;198803;19880323;38;115;79
SLF5OB;198804;-;0;98;40
SLF5OB;198805;-;0;0;0
SLF5OB;198806;-;-;-;-
SLF5OB;198807;-;-;-;-
SLF5OB;198808;-;-;-;-
SLF5OB;198809;-;-;-;-
SLF5OB;198810;19881007;2;2;0
SLF5OB;198811;19881120;6;8;2
SLF5OB;198812;19881219;25;52;32
SLF5OB;198901;-;0;34;29
SLF5OB;198902;19890225;16;47;31
SLF5OB;198903;19890317;26;59;27
SLF5OB;198904;19890427;13;24;3
SLF5OB;198905;-;0;0;0
SLF5OB;198906;-;-;-;-
SLF5OB;198907;-;-;-;-
SLF5OB;198908;-;-;-;-
SLF5OB;198909;-;-;-;-
SLF5OB;198910;19891007;1;1;0
SLF5OB;198911;19891105;12;18;3
SLF5OB;198912;19891223;5;7;1
SLF5OB;199001;19900128;8;12;3
SLF5OB;199002;19900213;48;60;24
SLF5OB;199003;19900302;12;60;26
SLF5OB;199004;19900411;20;20;2
SLF5OB;199005;19900528;1;1;0
SLF5OB;199006;-;-;-;-
SLF5OB;199007;-;-;-;-
SLF5OB;199008;-;-;-;-
SLF5OB;199009;-;-;-;-
SLF5OB;199010;19901027;4;4;0
SLF5OB;199011;19901123;38;80;19
SLF5OB;199012;19901212;14;75;63
SLF5OB;199101;19910112;20;74;62
SLF5OB;199102;19910215;11;82;63
SLF5OB;199103;19910322;55;55;12
SLF5OB;199104;19910422;3;3;0
SLF5OB;199105;19910505;7;10;1
SLF5OB;199106;-;-;-;-
SLF5OB;199107;-;-;-;-
SLF5OB;199108;-;-;-;-
SLF5OB;199109;-;-;-;-
SLF5OB;199110;19911019;10;10;1
SLF5OB;199111;19911113;14;25;10
SLF5OB;199112;19911218;40;91;34
SLF5OB;199201;19920110;8;80;73
SLF5OB;199202;19920204;38;137;105
SLF5OB;199203;19920331;41;110;80
SLF5OB;199204;19920417;10;130;62
SLF5OB;199205;-;0;0;0
SLF5OB;199206;-;-;-;-
SLF5OB;199207;-;-;-;-
SLF5OB;199208;-;-;-;-
SLF5OB;199209;-;-;-;-
SLF5OB;199210;19921024;30;30;4
SLF5OB;199211;19921118;11;20;3
SLF5OB;199212;19921203;31;43;25
SLF5OB;199301;19930127;36;51;15
SLF5OB;199302;19930221;17;60;31
SLF5OB;199303;19930324;3;40;25
SLF5OB;199304;19930407;27;52;9
SLF5OB;199305;19930521;2;2;0
SLF5OB;199306;-;-;-;-
SLF5OB;199307;-;-;-;-
SLF5OB;199308;-;-;-;-
SLF5OB;199309;-;-;-;-
SLF5OB;199310;19931021;12;24;4
SLF5OB;199311;19931115;2;6;2
SLF5OB;199312;19931216;20;48;24
SLF5OB;199401;19940128;40;98;64
SLF5OB;199402;19940210;14;109;89
SLF5OB;199403;19940319;2;86;34
SLF5OB;199404;19940414;12;12;1
SLF5OB;199405;19940505;3;3;0
SLF5OB;199406;-;-;-;-
SLF5OB;199407;-;-;-;-
SLF5OB;199408;-;-;-;-
SLF5OB;199409;-;-;-;-
SLF5OB;199410;19941026;2;2;0
SLF5OB;199411;19941118;8;8;0
SLF5OB;199412;19941230;15;20;4
SLF5OB;199501;19950110;69;112;67
SLF5OB;199502;19950225;24;93;70
SLF5OB;199503;19950329;27;106;68
SLF5OB;199504;19950420;31;106;29
SLF5OB;199505;19950513;3;3;0
SLF5OB;199506;-;-;-;-
SLF5OB;199507;-;-;-;-
SLF5OB;199508;-;-;-;-
SLF5OB;199509;-;-;-;-
SLF5OB;199510;-;0;0;0
SLF5OB;199511;19951119;14;20;4
SLF5OB;199512;19951220;20;23;6
SLF5OB;199601;19960107;2;12;4
SLF5OB;199602;19960213;15;28;11
SLF5OB;199603;19960321;13;14;8
SLF5OB;199604;19960413;6;6;0
SLF5OB;199605;19960519;14;14;1
SLF5OB;199606;-;-;-;-
SLF5OB;199607;-;-;-;-
SLF5OB;199608;-;-;-;-
SLF5OB;199609;-;-;-;-
SLF5OB;199610;-;0;0;0
SLF5OB;199611;19961129;78;104;14
SLF5OB;199612;19961202;10;108;48
SLF5OB;199701;19970103;2;21;20

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SCU;198601;19860131;30;102;67
SCU;198602;19860223;8;112;93
SCU;198603;19860324;7;84;49
SCU;198604;19860412;6;10;1
SCU;198605;-;0;0;0
SCU;198606;-;0;0;0
SCU;198607;-;0;0;0
SCU;198608;-;0;0;0
SCU;198609;-;0;0;0
SCU;198610;-;0;0;0
SCU;198611;19861123;2;5;1
SCU;198612;19861220;30;66;23
SCU;198701;19870106;9;48;42
SCU;198702;19870215;6;50;40
SCU;198703;19870328;10;45;38
SCU;198704;-;0;25;4
SCU;198705;19870503;20;20;1
SCU;198706;19870608;2;2;0
SCU;198707;-;0;0;0
SCU;198708;-;0;0;0
SCU;198709;-;0;0;0
SCU;198710;-;0;0;0
SCU;198711;19871121;14;20;4
SCU;198712;19871205;1;11;3
SCU;198801;19880106;10;24;10
SCU;198802;19880207;30;70;42
SCU;198803;19880323;20;48;34
SCU;198804;-;0;27;4
SCU;198805;-;0;0;0
SCU;198806;-;0;0;0
SCU;198807;-;0;0;0
SCU;198808;-;0;0;0
SCU;198809;-;0;0;0
SCU;198810;-;0;0;0
SCU;198811;19881120;1;1;0
SCU;198812;19881204;17;29;16
SCU;198901;19890107;2;22;20
SCU;198902;19890225;13;24;15
SCU;198903;19890303;5;15;3
SCU;198904;19890421;13;13;1
SCU;198905;-;0;0;0
SCU;198906;-;0;0;0
SCU;198907;-;0;0;0
SCU;198908;-;0;0;0
SCU;198909;-;0;0;0
SCU;198910;-;0;0;0
SCU;198911;19891105;6;6;1
SCU;198912;19891224;3;5;1
SCU;199001;19900106;10;10;6
SCU;199002;19900213;68;78;20
SCU;199003;19900301;3;43;13
SCU;199004;19900411;10;10;1
SCU;199005;-;0;0;0
SCU;199006;-;0;0;0
SCU;199007;-;0;0;0
SCU;199008;-;0;0;0
SCU;199009;-;0;0;0
SCU;199010;19901031;1;0;0
SCU;199011;19901125;11;15;2
SCU;199012;19901210;10;30;25
SCU;199101;19910104;10;41;36
SCU;199102;19910215;15;75;45
SCU;199103;19910322;2;20;2
SCU;199104;19910417;2;3;0
SCU;199105;19910505;3;4;0
SCU;199106;-;0;0;0
SCU;199107;-;0;0;0
SCU;199108;-;0;0;0
SCU;199109;-;0;0;0
SCU;199110;-;0;0;0
SCU;199111;19911114;7;17;6
SCU;199112;19911219;28;80;30
SCU;199201;19920110;4;60;52
SCU;199202;19920204;42;100;66
SCU;199203;19920323;16;45;24
SCU;199204;19920428;4;20;2
SCU;199205;-;0;0;0
SCU;199206;-;0;0;0
SCU;199207;-;0;0;0
SCU;199208;-;0;0;0
SCU;199209;-;0;0;0
SCU;199210;19921021;3;3;0
SCU;199211;19921116;15;30;7
SCU;199212;19921205;25;46;30
SCU;199301;19930126;20;25;15
SCU;199302;19930219;16;32;15
SCU;199303;19930324;4;23;12
SCU;199304;19930407;3;5;0
SCU;199305;-;0;0;0
SCU;199306;-;0;0;0
SCU;199307;-;0;0;0
SCU;199308;-;0;0;0
SCU;199309;-;0;0;0
SCU;199310;-;0;0;0
SCU;199311;19931112;3;3;0
SCU;199312;19931231;20;35;17
SCU;199401;19940128;29;70;42
SCU;199402;19940211;10;62;51
SCU;199403;19940303;7;43;12
SCU;199404;19940401;4;4;0
SCU;199405;-;0;0;0
SCU;199406;-;0;0;0
SCU;199407;-;0;0;0
SCU;199408;-;0;0;0
SCU;199409;-;0;0;0
SCU;199410;-;0;0;0
SCU;199411;-;0;0;0
SCU;199412;19941220;16;18;6
SCU;199501;19950110;77;105;57
SCU;199502;19950225;11;61;51
SCU;199503;19950303;20;60;42
SCU;199504;19950425;5;27;3
SCU;199505;-;0;0;0
SCU;199506;-;0;0;0
SCU;199507;-;0;0;0
SCU;199508;-;0;0;0
SCU;199509;-;0;0;0
SCU;199510;-;0;0;0
SCU;199511;19951119;13;13;3
SCU;199512;19951218;11;22;8
SCU;199601;19960107;2;26;13
SCU;199602;19960217;13;30;17
SCU;199603;19960322;5;15;5
SCU;199604;19960401;4;4;0
SCU;199605;-;0;0;0
SCU;199606;-;0;0;0
SCU;199607;-;0;0;0
SCU;199608;-;0;0;0
SCU;199609;-;0;0;0
SCU;199610;-;0;0;0
SCU;199611;19961129;35;60;16
SCU;199612;19961202;6;71;42
SCU;199701;19970120;4;40;32

stn;time;hti000yx;hns000y0;hto000y0
SCU;1986;19861220;327;19
SCU;1987;19870503;137;10
SCU;1988;19880207;216;8
SCU;1989;19890421;76;3
SCU;1990;19900213;235;5
SCU;1991;19911219;196;9
SCU;1992;19920204;224;15
SCU;1993;19931231;157;4
SCU;1994;19940128;141;9
SCU;1995;19950110;310;13
SCU;1996;19961129;178;8
SCU;1997;19971212;142;7

stn;time;hto000mx;hto000m0
SLF7SU;198601;102;67
SLF7SU;198602;112;93
SLF7SU;198603;84;49
SLF7SU;198604;10;1
SLF7SU;198605;0;0
SLF7SU;198606;-;-
SLF7SU;198607;-;-
SLF7SU;198608;-;-
SLF7SU;198609;-;-
SLF7SU;198610;0;0
SLF7SU;198611;5;1
SLF7SU;198612;66;23
SLF7SU;198701;48;42
SLF7SU;198702;50;40
SLF7SU;198703;45;38
SLF7SU;198704;25;4
SLF7SU;198705;20;1
SLF7SU;198706;-;-
SLF7SU;198707;-;-
SLF7SU;198708;-;-
SLF7SU;198709;-;-
SLF7SU;198710;0;0
SLF7SU;198711;20;4
SLF7SU;198712;11;3
SLF7SU;198801;24;10
SLF7SU;198802;70;42
SLF7SU;198803;48;34
SLF7SU;198804;27;4
SLF7SU;198805;0;0
SLF7SU;198806;-;-
SLF7SU;198807;-;-
SLF7SU;198808;-;-
SLF7SU;198809;-;-
SLF7SU;198810;0;0
SLF7SU;198811;1;0
SLF7SU;198812;29;16
SLF7SU;198901;22;20
SLF7SU;198902;24;15
SLF7SU;198903;15;3
SLF7SU;198904;13;1
SLF7SU;198905;0;0
SLF7SU;198906;-;-
SLF7SU;198907;-;-
SLF7SU;198908;-;-
SLF7SU;198909;-;-
SLF7SU;198910;0;0
SLF7SU;198911;6;1
SLF7SU;198912;5;1
SLF7SU;199001;10;6
SLF7SU;199002;78;20
SLF7SU;199003;43;13
SLF7SU;199004;10;1
SLF7SU;199005;0;0
SLF7SU;199006;-;-
SLF7SU;199007;-;-
SLF7SU;199008;-;-
SLF7SU;199009;-;-
SLF7SU;199010;0;0
SLF7SU;199011;15;2
SLF7SU;199012;30;25
SLF7SU;199101;41;36
SLF7SU;199102;75;45
SLF7SU;199103;20;2
SLF7SU;199104;3;0
SLF7SU;199105;4;0
SLF7SU;199106;-;-
SLF7SU;199107;-;-
SLF7SU;199108;-;-
SLF7SU;199109;-;-
SLF7SU;199110;0;0
SLF7SU;199111;17;6
SLF7SU;199112;80;30
SLF7SU;199201;60;52
SLF7SU;199202;100;66
SLF7SU;199203;45;24
SLF7SU;199204;20;2
SLF7SU;199205;0;0
SLF7SU;199206;-;-
SLF7SU;199207;-;-
SLF7SU;199208;-;-
SLF7SU;199209;-;-
SLF7SU;199210;3;0
SLF7SU;199211;30;7
SLF7SU;199212;46;30
SLF7SU;199301;25;15
SLF7SU;199302;32;15
SLF7SU;199303;23;12
SLF7SU;199304;5;0
SLF7SU;199305;0;0
SLF7SU;199306;-;-
SLF7SU;199307;-;-
SLF7SU;199308;-;-
SLF7SU;199309;-;-
SLF7SU;199310;0;0
SLF7SU;199311;3;0
SLF7SU;199312;35;17
SLF7SU;199401;70;42
SLF7SU;199402;62;51
SLF7SU;199403;43;12
SLF7SU;199404;4;0
SLF7SU;199405;0;0
SLF7SU;199406;-;-
SLF7SU;199407;-;-
SLF7SU;199408;-;-
SLF7SU;199409;-;-
SLF7SU;199410;0;0
SLF7SU;199411;0;0
SLF7SU;199412;18;6
SLF7SU;199501;105;57
SLF7SU;199502;61;51
SLF7SU;199503;60;42
SLF7SU;199504;27;3
SLF7SU;199505;0;0
SLF7SU;199506;-;-
SLF7SU;199507;-;-
SLF7SU;199508;-;-
SLF7SU;199509;-;-
SLF7SU;199510;0;0
SLF7SU;199511;13;3
SLF7SU;199512;22;8
SLF7SU;199601;26;13
SLF7SU;199602;30;17
SLF7SU;199603;15;5
SLF7SU;199604;4;0
SLF7SU;199605;0;0
SLF7SU;199606;-;-
SLF7SU;199607;-;-
SLF7SU;199608;-;-
SLF7SU;199609;-;-
SLF7SU;199610;0;0
SLF7SU;199611;60;16
SLF7SU;199612;71;42
SLF7SU;199701;40;32

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5SE;198601;19860113;38;120;65
SLF5SE;198602;19860223;21;130;112
SLF5SE;198603;19860330;16;115;84
SLF5SE;198604;19860405;25;90;63
SLF5SE;198605;19860529;14;38;5
SLF5SE;198606;-;-;-;-
SLF5SE;198607;-;-;-;-
SLF5SE;198608;-;-;-;-
SLF5SE;198609;-;-;-;-
SLF5SE;198610;19861023;6;6;1
SLF5SE;198611;19861123;9;14;3
SLF5SE;198612;19861226;37;105;35
SLF5SE;198701;19870102;35;115;101
SLF5SE;198702;19870228;33;132;104
SLF5SE;198703;19870316;15;140;124
SLF5SE;198704;19870404;20;120;67
SLF5SE;198705;19870503;27;27;3
SLF5SE;198706;-;-;-;-
SLF5SE;198707;-;-;-;-
SLF5SE;198708;-;-;-;-
SLF5SE;198709;-;-;-;-
SLF5SE;198710;-;0;0;0
SLF5SE;198711;19871120;29;43;11
SLF5SE;198712;19871206;4;32;19
SLF5SE;198801;19880130;27;70;33
SLF5SE;198802;19880208;26;90;72
SLF5SE;198803;19880324;34;140;103
SLF5SE;198804;19880409;1;120;55
SLF5SE;198805;-;0;0;0
SLF5SE;198806;-;-;-;-
SLF5SE;198807;-;-;-;-
SLF5SE;198808;-;-;-;-
SLF5SE;198809;-;-;-;-
SLF5SE;198810;19881007;5;5;0
SLF5SE;198811;19881121;8;13;4
SLF5SE;198812;19881219;23;67;43
SLF5SE;198901;19890107;1;45;40
SLF5SE;198902;19890224;36;73;43
SLF5SE;198903;19890317;28;82;44
SLF5SE;198904;19890405;20;30;4
SLF5SE;198905;-;0;3;0
SLF5SE;198906;-;-;-;-
SLF5SE;198907;-;-;-;-
SLF5SE;198908;-;-;-;-
SLF5SE;198909;-;-;-;-
SLF5SE;198910;19891007;6;6;0
SLF5SE;198911;19891105;24;28;7
SLF5SE;198912;19891223;10;11;2
SLF5SE;199001;19900128;6;7;3
SLF5SE;199002;19900213;36;61;22
SLF5SE;199003;19900302;34;82;32
SLF5SE;199004;19900411;24;24;2
SLF5SE;199005;-;0;0;0
SLF5SE;199006;-;-;-;-
SLF5SE;199007;-;-;-;-
SLF5SE;199008;-;-;-;-
SLF5SE;199009;-;-;-;-
SLF5SE;199010;19901029;1;1;0
SLF5SE;199011;19901122;61;104;26
SLF5SE;199012;19901209;57;126;89
SLF5SE;199101;19910112;28;119;89
SLF5SE;199102;19910216;11;105;88
SLF5SE;199103;19910322;18;69;25
SLF5SE;199104;19910404;8;8;1
SLF5SE;199105;19910504;7;7;1
SLF5SE;199106;-;-;-;-
SLF5SE;199107;-;-;-;-
SLF5SE;199108;-;-;-;-
SLF5SE;199109;-;-;-;-
SLF5SE;199110;19911019;12;12;1
SLF5SE;199111;19911120;8;19;7
SLF5SE;199112;19911218;37;73;29
SLF5SE;199201;19920109;22;86;69
SLF5SE;199202;19920204;50;123;96
SLF5SE;199203;19920331;59;93;75
SLF5SE;199204;19920417;23;129;58
SLF5SE;199205;-;0;0;0
SLF5SE;199206;-;-;-;-
SLF5SE;199207;-;-;-;-
SLF5SE;199208;-;-;-;-
SLF5SE;199209;-;-;-;-
SLF5SE;199210;19921024;23;29;3
SLF5SE;199211;19921118;14;28;9
SLF5SE;199212;19921203;17;33;21
SLF5SE;199301;19930127;25;45;19
SLF5SE;199302;19930221;50;78;32
SLF5SE;199303;19930325;15;62;42
SLF5SE;199304;19930406;35;67;16
SLF5SE;199305;19930521;2;2;0
SLF5SE;199306;-;-;-;-
SLF5SE;199307;-;-;-;-
SLF5SE;199308;-;-;-;-
SLF5SE;199309;-;-;-;-
SLF5SE;199310;19931022;16;26;3
SLF5SE;199311;19931115;8;10;2
SLF5SE;199312;19931224;25;45;19
SLF5SE;199401;19940107;45;104;75
SLF5SE;199402;19940210;15;110;93
SLF5SE;199403;19940317;10;79;38
SLF5SE;199404;19940414;29;29;3
SLF5SE;199405;19940505;5;5;0
SLF5SE;199406;-;-;-;-
SLF5SE;199407;-;-;-;-
SLF5SE;199408;-;-;-;-
SLF5SE;199409;-;-;-;-
SLF5SE;199410;19941004;1;1;0
SLF5SE;199411;19941118;9;9;1
